# VTMBMS Block Statistics
# Sequence size: [416x 240]
# Block Statistic Type: PredMode; Integer; [0, 4]
# Block Statistic Type: Depth; Integer; [0, 7]
# Block Statistic Type: QT_Depth; Integer; [0, 7]
# Block Statistic Type: BT_Depth; Integer; [0, 7]
# Block Statistic Type: MT_Depth; Integer; [0, 7]
# Block Statistic Type: ChromaQPAdj; Integer; [-10, 10]
# Block Statistic Type: QP; Integer; [0, 51]
# Block Statistic Type: SplitSeries; Integer; [0, 18446744073709551615]
# Block Statistic Type: MTS_Y; Integer; 
# Block Statistic Type: MTS_Cb; Integer; 
# Block Statistic Type: MTS_Cr; Integer; 
# Block Statistic Type: BDPCM; Flag; 
# Block Statistic Type: BDPCMChroma; Flag; 
# Block Statistic Type: TileIdx; Integer; 
# Block Statistic Type: IndependentSliceIdx; Integer; 
# Block Statistic Type: LFNSTIdx; Integer; [0, 3]
# Block Statistic Type: JointCbCr; Flag; 
# Block Statistic Type: CompAlphaCb; Integer; 
# Block Statistic Type: CompAlphaCr; Integer; 
# Block Statistic Type: RDPCM_Y; Integer; [0, 3]
# Block Statistic Type: RDPCM_Cb; Integer; [0, 3]
# Block Statistic Type: RDPCM_Cr; Integer; [0, 3]
# Block Statistic Type: Luma_IntraMode; Integer; [0, 70]
# Block Statistic Type: Chroma_IntraMode; Integer; [0, 70]
# Block Statistic Type: MultiRefIdx; Integer; [0, 1]
# Block Statistic Type: MIPFlag; Flag; 
# Block Statistic Type: ISPMode; Integer; [0, 3]
# Block Statistic Type: SkipFlag; Flag; 
# Block Statistic Type: RootCbf; Flag; 
# Block Statistic Type: SbtIdx; Integer; [0, 5]
# Block Statistic Type: SbtPos; Integer; [0, 2]
# Block Statistic Type: Cbf_Y; Flag; 
# Block Statistic Type: Cbf_Cb; Flag; 
# Block Statistic Type: Cbf_Cr; Flag; 
# Block Statistic Type: IMVMode; Integer; [0, 2]
# Block Statistic Type: InterDir; Integer; [1, 3]
# Block Statistic Type: MergeFlag; Flag; 
# Block Statistic Type: RegularMergeFlag; Flag; 
# Block Statistic Type: MergeIdx; Integer; [0, 7]
# Block Statistic Type: MergeType; Integer; [0, 2]
# Block Statistic Type: MVPIdxL0; Integer; [0, 1]
# Block Statistic Type: MVPIdxL1; Integer; [0, 1]
# Block Statistic Type: MVL0; Vector; Scale: 4
# Block Statistic Type: MVL1; Vector; Scale: 4
# Block Statistic Type: MVDL0; Vector; Scale: 4
# Block Statistic Type: MVDL1; Vector; Scale: 4
# Block Statistic Type: MotionBufL0; Vector; Scale: 16
# Block Statistic Type: MotionBufL1; Vector; Scale: 16
# Block Statistic Type: RefIdxL0; Integer; [0, 4]
# Block Statistic Type: RefIdxL1; Integer; [0, 4]
# Block Statistic Type: AffineFlag; Flag; 
# Block Statistic Type: AffineMVL0; AffineTFVectors; Scale: 4
# Block Statistic Type: AffineMVL1; AffineTFVectors; Scale: 4
# Block Statistic Type: AffineType; Flag; 
# Block Statistic Type: MMVDSkipFlag; Flag; 
# Block Statistic Type: MMVDMergeFlag; Flag; 
# Block Statistic Type: MMVDMergeIdx; Integer; [0, 1]
# Block Statistic Type: CiipFlag; Flag; 
# Block Statistic Type: SMVDFlag; Flag; 
# Block Statistic Type: GeoPartitioning; Line; 
# Block Statistic Type: GeoMVL0; VectorPolygon; Scale: 4
# Block Statistic Type: GeoMVL1; VectorPolygon; Scale: 4
# Block Statistic Type: BCWIndex; Integer; [0, 4]
# Block Statistic Type: Depth_Chroma; Integer; [0, 10]
# Block Statistic Type: QT_Depth_Chroma; Integer; [0, 10]
# Block Statistic Type: BT_Depth_Chroma; Integer; [0, 10]
# Block Statistic Type: MT_Depth_Chroma; Integer; [0, 10]
# Block Statistic Type: ChromaQPAdj_Chroma; Integer; [-10, 10]
# Block Statistic Type: QP_Chroma; Integer; [0, 51]
# Block Statistic Type: SplitSeries_Chroma; Integer; [0, 18446744073709551615]
BlockStat;0; 160; 208; 4; 4;MultiRefIdx;0
BlockStat;0; 160; 208; 4; 4;Cbf_Y;1
BlockStat;0; 160; 208; 4; 4;MTS_Y;1
BlockStat;0; 160; 212; 4; 4;Depth;6
BlockStat;0; 160; 212; 4; 4;QT_Depth;3
BlockStat;0; 160; 212; 4; 4;BT_Depth;4
BlockStat;0; 160; 212; 4; 4;MT_Depth;3
BlockStat;0; 160; 212; 4; 4;ChromaQPAdj;0
BlockStat;0; 160; 212; 4; 4;QP;29
BlockStat;0; 160; 212; 4; 4;SplitSeries;69370913
BlockStat;0; 160; 212; 4; 4;PredMode;1
BlockStat;0; 160; 212; 4; 4;Luma_IntraMode;0
BlockStat;0; 160; 212; 4; 4;MultiRefIdx;0
BlockStat;0; 160; 212; 4; 4;Cbf_Y;1
BlockStat;0; 160; 212; 4; 4;MTS_Y;0
BlockStat;0; 160; 216; 4; 8;Depth;5
BlockStat;0; 160; 216; 4; 8;QT_Depth;3
BlockStat;0; 160; 216; 4; 8;BT_Depth;3
BlockStat;0; 160; 216; 4; 8;MT_Depth;2
BlockStat;0; 160; 216; 4; 8;ChromaQPAdj;0
BlockStat;0; 160; 216; 4; 8;QP;29
BlockStat;0; 160; 216; 4; 8;SplitSeries;2262049
BlockStat;0; 160; 216; 4; 8;PredMode;1
BlockStat;0; 160; 216; 4; 8;Luma_IntraMode;64
BlockStat;0; 160; 216; 4; 8;MultiRefIdx;0
BlockStat;0; 160; 216; 4; 8;Cbf_Y;1
BlockStat;0; 160; 216; 4; 8;MTS_Y;2
BlockStat;0; 164; 208; 8; 4;Depth;6
BlockStat;0; 164; 208; 8; 4;QT_Depth;3
BlockStat;0; 164; 208; 8; 4;BT_Depth;3
BlockStat;0; 164; 208; 8; 4;MT_Depth;3
BlockStat;0; 164; 208; 8; 4;ChromaQPAdj;0
BlockStat;0; 164; 208; 8; 4;QP;29
BlockStat;0; 164; 208; 8; 4;SplitSeries;69370913
BlockStat;0; 164; 208; 8; 4;PredMode;1
BlockStat;0; 164; 208; 8; 4;Luma_IntraMode;1
BlockStat;0; 164; 208; 8; 4;MultiRefIdx;0
BlockStat;0; 164; 208; 8; 4;Cbf_Y;0
BlockStat;0; 164; 208; 8; 4;MTS_Y;0
BlockStat;0; 164; 212; 8; 4;Depth;6
BlockStat;0; 164; 212; 8; 4;QT_Depth;3
BlockStat;0; 164; 212; 8; 4;BT_Depth;3
BlockStat;0; 164; 212; 8; 4;MT_Depth;3
BlockStat;0; 164; 212; 8; 4;ChromaQPAdj;0
BlockStat;0; 164; 212; 8; 4;QP;29
BlockStat;0; 164; 212; 8; 4;SplitSeries;69370913
BlockStat;0; 164; 212; 8; 4;PredMode;1
BlockStat;0; 164; 212; 8; 4;Luma_IntraMode;32
BlockStat;0; 164; 212; 8; 4;MultiRefIdx;0
BlockStat;0; 164; 212; 4; 4;Cbf_Y;2
BlockStat;0; 164; 212; 4; 4;MTS_Y;0
BlockStat;0; 168; 212; 4; 4;Cbf_Y;0
BlockStat;0; 168; 212; 4; 4;MTS_Y;0
BlockStat;0; 164; 216; 4; 8;Depth;6
BlockStat;0; 164; 216; 4; 8;QT_Depth;3
BlockStat;0; 164; 216; 4; 8;BT_Depth;3
BlockStat;0; 164; 216; 4; 8;MT_Depth;3
BlockStat;0; 164; 216; 4; 8;ChromaQPAdj;0
BlockStat;0; 164; 216; 4; 8;QP;29
BlockStat;0; 164; 216; 4; 8;SplitSeries;102925345
BlockStat;0; 164; 216; 4; 8;PredMode;1
BlockStat;0; 164; 216; 4; 8;Luma_IntraMode;3
BlockStat;0; 164; 216; 4; 8;MultiRefIdx;0
BlockStat;0; 164; 216; 4; 8;Cbf_Y;1
BlockStat;0; 164; 216; 4; 8;MTS_Y;0
BlockStat;0; 168; 216; 4; 8;Depth;6
BlockStat;0; 168; 216; 4; 8;QT_Depth;3
BlockStat;0; 168; 216; 4; 8;BT_Depth;3
BlockStat;0; 168; 216; 4; 8;MT_Depth;3
BlockStat;0; 168; 216; 4; 8;ChromaQPAdj;0
BlockStat;0; 168; 216; 4; 8;QP;29
BlockStat;0; 168; 216; 4; 8;SplitSeries;102925345
BlockStat;0; 168; 216; 4; 8;PredMode;1
BlockStat;0; 168; 216; 4; 8;Luma_IntraMode;32
BlockStat;0; 168; 216; 4; 8;MultiRefIdx;0
BlockStat;0; 168; 216; 2; 8;Cbf_Y;2
BlockStat;0; 168; 216; 2; 8;MTS_Y;0
BlockStat;0; 170; 216; 2; 8;Cbf_Y;2
BlockStat;0; 170; 216; 2; 8;MTS_Y;0
BlockStat;0; 172; 208; 4;16;Depth;4
BlockStat;0; 172; 208; 4;16;QT_Depth;3
BlockStat;0; 172; 208; 4;16;BT_Depth;2
BlockStat;0; 172; 208; 4;16;MT_Depth;1
BlockStat;0; 172; 208; 4;16;ChromaQPAdj;0
BlockStat;0; 172; 208; 4;16;QP;29
BlockStat;0; 172; 208; 4;16;SplitSeries;164897
BlockStat;0; 172; 208; 4;16;PredMode;1
BlockStat;0; 172; 208; 4;16;Luma_IntraMode;0
BlockStat;0; 172; 208; 4;16;MultiRefIdx;0
BlockStat;0; 172; 208; 4;16;Cbf_Y;1
BlockStat;0; 172; 208; 4;16;MTS_Y;2
BlockStat;0; 176; 208; 4;16;Depth;5
BlockStat;0; 176; 208; 4;16;QT_Depth;3
BlockStat;0; 176; 208; 4;16;BT_Depth;2
BlockStat;0; 176; 208; 4;16;MT_Depth;2
BlockStat;0; 176; 208; 4;16;ChromaQPAdj;0
BlockStat;0; 176; 208; 4;16;QP;29
BlockStat;0; 176; 208; 4;16;SplitSeries;3245089
BlockStat;0; 176; 208; 4;16;PredMode;1
BlockStat;0; 176; 208; 4;16;Luma_IntraMode;50
BlockStat;0; 176; 208; 4;16;MultiRefIdx;0
BlockStat;0; 176; 208; 4;16;Cbf_Y;1
BlockStat;0; 176; 208; 4;16;MTS_Y;1
BlockStat;0; 180; 208; 4;16;Depth;5
BlockStat;0; 180; 208; 4;16;QT_Depth;3
BlockStat;0; 180; 208; 4;16;BT_Depth;2
BlockStat;0; 180; 208; 4;16;MT_Depth;2
BlockStat;0; 180; 208; 4;16;ChromaQPAdj;0
BlockStat;0; 180; 208; 4;16;QP;29
BlockStat;0; 180; 208; 4;16;SplitSeries;3245089
BlockStat;0; 180; 208; 4;16;PredMode;1
BlockStat;0; 180; 208; 4;16;Luma_IntraMode;7
BlockStat;0; 180; 208; 4;16;MultiRefIdx;0
BlockStat;0; 180; 208; 4;16;Cbf_Y;1
BlockStat;0; 180; 208; 4;16;MTS_Y;1
BlockStat;0; 184; 208; 4;16;Depth;5
BlockStat;0; 184; 208; 4;16;QT_Depth;3
BlockStat;0; 184; 208; 4;16;BT_Depth;2
BlockStat;0; 184; 208; 4;16;MT_Depth;2
BlockStat;0; 184; 208; 4;16;ChromaQPAdj;0
BlockStat;0; 184; 208; 4;16;QP;29
BlockStat;0; 184; 208; 4;16;SplitSeries;3245089
BlockStat;0; 184; 208; 4;16;PredMode;1
BlockStat;0; 184; 208; 4;16;Luma_IntraMode;18
BlockStat;0; 184; 208; 4;16;MultiRefIdx;1
BlockStat;0; 184; 208; 4;16;Cbf_Y;1
BlockStat;0; 184; 208; 4;16;MTS_Y;0
BlockStat;0; 188; 208; 4;16;Depth;5
BlockStat;0; 188; 208; 4;16;QT_Depth;3
BlockStat;0; 188; 208; 4;16;BT_Depth;2
BlockStat;0; 188; 208; 4;16;MT_Depth;2
BlockStat;0; 188; 208; 4;16;ChromaQPAdj;0
BlockStat;0; 188; 208; 4;16;QP;29
BlockStat;0; 188; 208; 4;16;SplitSeries;3245089
BlockStat;0; 188; 208; 4;16;PredMode;1
BlockStat;0; 188; 208; 4;16;Luma_IntraMode;16
BlockStat;0; 188; 208; 4;16;MultiRefIdx;2
BlockStat;0; 188; 208; 4;16;Cbf_Y;0
BlockStat;0; 188; 208; 4;16;MTS_Y;0
BlockStat;0; 128; 224; 4; 4;Depth;6
BlockStat;0; 128; 224; 4; 4;QT_Depth;3
BlockStat;0; 128; 224; 4; 4;BT_Depth;4
BlockStat;0; 128; 224; 4; 4;MT_Depth;3
BlockStat;0; 128; 224; 4; 4;ChromaQPAdj;0
BlockStat;0; 128; 224; 4; 4;QP;29
BlockStat;0; 128; 224; 4; 4;SplitSeries;169935905
BlockStat;0; 128; 224; 4; 4;PredMode;1
BlockStat;0; 128; 224; 4; 4;Luma_IntraMode;0
BlockStat;0; 128; 224; 4; 4;MultiRefIdx;0
BlockStat;0; 128; 224; 4; 4;Cbf_Y;0
BlockStat;0; 128; 224; 4; 4;MTS_Y;0
BlockStat;0; 132; 224; 8; 4;Depth;6
BlockStat;0; 132; 224; 8; 4;QT_Depth;3
BlockStat;0; 132; 224; 8; 4;BT_Depth;3
BlockStat;0; 132; 224; 8; 4;MT_Depth;3
BlockStat;0; 132; 224; 8; 4;ChromaQPAdj;0
BlockStat;0; 132; 224; 8; 4;QP;29
BlockStat;0; 132; 224; 8; 4;SplitSeries;169935905
BlockStat;0; 132; 224; 8; 4;PredMode;1
BlockStat;0; 132; 224; 8; 4;Luma_IntraMode;3
BlockStat;0; 132; 224; 8; 4;MultiRefIdx;0
BlockStat;0; 132; 224; 8; 4;Cbf_Y;1
BlockStat;0; 132; 224; 8; 4;MTS_Y;1
BlockStat;0; 140; 224; 4; 4;Depth;6
BlockStat;0; 140; 224; 4; 4;QT_Depth;3
BlockStat;0; 140; 224; 4; 4;BT_Depth;4
BlockStat;0; 140; 224; 4; 4;MT_Depth;3
BlockStat;0; 140; 224; 4; 4;ChromaQPAdj;0
BlockStat;0; 140; 224; 4; 4;QP;29
BlockStat;0; 140; 224; 4; 4;SplitSeries;169935905
BlockStat;0; 140; 224; 4; 4;PredMode;1
BlockStat;0; 140; 224; 4; 4;Luma_IntraMode;3
BlockStat;0; 140; 224; 4; 4;MultiRefIdx;0
BlockStat;0; 140; 224; 4; 4;Cbf_Y;1
BlockStat;0; 140; 224; 4; 4;MTS_Y;0
BlockStat;0; 128; 228;16; 4;Depth;5
BlockStat;0; 128; 228;16; 4;QT_Depth;3
BlockStat;0; 128; 228;16; 4;BT_Depth;2
BlockStat;0; 128; 228;16; 4;MT_Depth;2
BlockStat;0; 128; 228;16; 4;ChromaQPAdj;0
BlockStat;0; 128; 228;16; 4;QP;29
BlockStat;0; 128; 228;16; 4;SplitSeries;2163745
BlockStat;0; 128; 228;16; 4;PredMode;1
BlockStat;0; 128; 228;16; 4;Luma_IntraMode;0
BlockStat;0; 128; 228;16; 4;MultiRefIdx;0
BlockStat;0; 128; 228;16; 4;Cbf_Y;1
BlockStat;0; 128; 228;16; 4;MTS_Y;2
BlockStat;0; 128; 232; 4; 4;Depth;6
BlockStat;0; 128; 232; 4; 4;QT_Depth;3
BlockStat;0; 128; 232; 4; 4;BT_Depth;4
BlockStat;0; 128; 232; 4; 4;MT_Depth;3
BlockStat;0; 128; 232; 4; 4;ChromaQPAdj;0
BlockStat;0; 128; 232; 4; 4;QP;29
BlockStat;0; 128; 232; 4; 4;SplitSeries;169935905
BlockStat;0; 128; 232; 4; 4;PredMode;1
BlockStat;0; 128; 232; 4; 4;Luma_IntraMode;0
BlockStat;0; 128; 232; 4; 4;MultiRefIdx;0
BlockStat;0; 128; 232; 4; 4;Cbf_Y;0
BlockStat;0; 128; 232; 4; 4;MTS_Y;0
BlockStat;0; 132; 232; 8; 4;Depth;6
BlockStat;0; 132; 232; 8; 4;QT_Depth;3
BlockStat;0; 132; 232; 8; 4;BT_Depth;3
BlockStat;0; 132; 232; 8; 4;MT_Depth;3
BlockStat;0; 132; 232; 8; 4;ChromaQPAdj;0
BlockStat;0; 132; 232; 8; 4;QP;29
BlockStat;0; 132; 232; 8; 4;SplitSeries;169935905
BlockStat;0; 132; 232; 8; 4;PredMode;1
BlockStat;0; 132; 232; 8; 4;Luma_IntraMode;0
BlockStat;0; 132; 232; 8; 4;MultiRefIdx;0
BlockStat;0; 132; 232; 8; 2;Cbf_Y;2
BlockStat;0; 132; 232; 8; 2;MTS_Y;0
BlockStat;0; 132; 234; 8; 2;Cbf_Y;0
BlockStat;0; 132; 234; 8; 2;MTS_Y;0
BlockStat;0; 140; 232; 4; 4;Depth;6
BlockStat;0; 140; 232; 4; 4;QT_Depth;3
BlockStat;0; 140; 232; 4; 4;BT_Depth;4
BlockStat;0; 140; 232; 4; 4;MT_Depth;3
BlockStat;0; 140; 232; 4; 4;ChromaQPAdj;0
BlockStat;0; 140; 232; 4; 4;QP;29
BlockStat;0; 140; 232; 4; 4;SplitSeries;169935905
BlockStat;0; 140; 232; 4; 4;PredMode;1
BlockStat;0; 140; 232; 4; 4;Luma_IntraMode;30
BlockStat;0; 140; 232; 4; 4;MultiRefIdx;0
BlockStat;0; 140; 232; 4; 4;Cbf_Y;1
BlockStat;0; 140; 232; 4; 4;MTS_Y;1
BlockStat;0; 128; 236; 4; 4;Depth;6
BlockStat;0; 128; 236; 4; 4;QT_Depth;3
BlockStat;0; 128; 236; 4; 4;BT_Depth;4
BlockStat;0; 128; 236; 4; 4;MT_Depth;3
BlockStat;0; 128; 236; 4; 4;ChromaQPAdj;0
BlockStat;0; 128; 236; 4; 4;QP;29
BlockStat;0; 128; 236; 4; 4;SplitSeries;169935905
BlockStat;0; 128; 236; 4; 4;PredMode;1
BlockStat;0; 128; 236; 4; 4;Luma_IntraMode;18
BlockStat;0; 128; 236; 4; 4;MultiRefIdx;0
BlockStat;0; 128; 236; 4; 4;Cbf_Y;0
BlockStat;0; 128; 236; 4; 4;MTS_Y;0
BlockStat;0; 132; 236; 8; 4;Depth;6
BlockStat;0; 132; 236; 8; 4;QT_Depth;3
BlockStat;0; 132; 236; 8; 4;BT_Depth;3
BlockStat;0; 132; 236; 8; 4;MT_Depth;3
BlockStat;0; 132; 236; 8; 4;ChromaQPAdj;0
BlockStat;0; 132; 236; 8; 4;QP;29
BlockStat;0; 132; 236; 8; 4;SplitSeries;169935905
BlockStat;0; 132; 236; 8; 4;PredMode;1
BlockStat;0; 132; 236; 8; 4;Luma_IntraMode;18
BlockStat;0; 132; 236; 8; 4;MultiRefIdx;0
BlockStat;0; 132; 236; 8; 4;Cbf_Y;1
BlockStat;0; 132; 236; 8; 4;MTS_Y;1
BlockStat;0; 140; 236; 4; 4;Depth;6
BlockStat;0; 140; 236; 4; 4;QT_Depth;3
BlockStat;0; 140; 236; 4; 4;BT_Depth;4
BlockStat;0; 140; 236; 4; 4;MT_Depth;3
BlockStat;0; 140; 236; 4; 4;ChromaQPAdj;0
BlockStat;0; 140; 236; 4; 4;QP;29
BlockStat;0; 140; 236; 4; 4;SplitSeries;169935905
BlockStat;0; 140; 236; 4; 4;PredMode;1
BlockStat;0; 140; 236; 4; 4;Luma_IntraMode;5
BlockStat;0; 140; 236; 4; 4;MultiRefIdx;0
BlockStat;0; 140; 236; 4; 4;Cbf_Y;1
BlockStat;0; 140; 236; 4; 4;MTS_Y;2
BlockStat;0; 144; 224; 4; 8;Depth;5
BlockStat;0; 144; 224; 4; 8;QT_Depth;3
BlockStat;0; 144; 224; 4; 8;BT_Depth;3
BlockStat;0; 144; 224; 4; 8;MT_Depth;2
BlockStat;0; 144; 224; 4; 8;ChromaQPAdj;0
BlockStat;0; 144; 224; 4; 8;QP;29
BlockStat;0; 144; 224; 4; 8;SplitSeries;5309473
BlockStat;0; 144; 224; 4; 8;PredMode;1
BlockStat;0; 144; 224; 4; 8;Luma_IntraMode;0
BlockStat;0; 144; 224; 4; 8;MultiRefIdx;0
BlockStat;0; 144; 224; 4; 8;Cbf_Y;1
BlockStat;0; 144; 224; 4; 8;MTS_Y;2
BlockStat;0; 148; 224; 8; 4;Depth;6
BlockStat;0; 148; 224; 8; 4;QT_Depth;3
BlockStat;0; 148; 224; 8; 4;BT_Depth;3
BlockStat;0; 148; 224; 8; 4;MT_Depth;3
BlockStat;0; 148; 224; 8; 4;ChromaQPAdj;0
BlockStat;0; 148; 224; 8; 4;QP;29
BlockStat;0; 148; 224; 8; 4;SplitSeries;72418337
BlockStat;0; 148; 224; 8; 4;PredMode;1
BlockStat;0; 148; 224; 8; 4;Luma_IntraMode;0
BlockStat;0; 148; 224; 8; 4;MultiRefIdx;0
BlockStat;0; 148; 224; 8; 4;Cbf_Y;1
BlockStat;0; 148; 224; 8; 4;MTS_Y;2
BlockStat;0; 148; 228; 8; 4;Depth;6
BlockStat;0; 148; 228; 8; 4;QT_Depth;3
BlockStat;0; 148; 228; 8; 4;BT_Depth;3
BlockStat;0; 148; 228; 8; 4;MT_Depth;3
BlockStat;0; 148; 228; 8; 4;ChromaQPAdj;0
BlockStat;0; 148; 228; 8; 4;QP;29
BlockStat;0; 148; 228; 8; 4;SplitSeries;72418337
BlockStat;0; 148; 228; 8; 4;PredMode;1
BlockStat;0; 148; 228; 8; 4;Luma_IntraMode;9
BlockStat;0; 148; 228; 8; 4;MultiRefIdx;0
BlockStat;0; 148; 228; 8; 4;Cbf_Y;1
BlockStat;0; 148; 228; 8; 4;MTS_Y;1
BlockStat;0; 156; 224; 4; 4;Depth;6
BlockStat;0; 156; 224; 4; 4;QT_Depth;3
BlockStat;0; 156; 224; 4; 4;BT_Depth;4
BlockStat;0; 156; 224; 4; 4;MT_Depth;3
BlockStat;0; 156; 224; 4; 4;ChromaQPAdj;0
BlockStat;0; 156; 224; 4; 4;QP;29
BlockStat;0; 156; 224; 4; 4;SplitSeries;72418337
BlockStat;0; 156; 224; 4; 4;PredMode;1
BlockStat;0; 156; 224; 4; 4;Luma_IntraMode;0
BlockStat;0; 156; 224; 4; 4;MultiRefIdx;0
BlockStat;0; 156; 224; 4; 4;Cbf_Y;1
BlockStat;0; 156; 224; 4; 4;MTS_Y;2
BlockStat;0; 156; 228; 4; 4;Depth;6
BlockStat;0; 156; 228; 4; 4;QT_Depth;3
BlockStat;0; 156; 228; 4; 4;BT_Depth;4
BlockStat;0; 156; 228; 4; 4;MT_Depth;3
BlockStat;0; 156; 228; 4; 4;ChromaQPAdj;0
BlockStat;0; 156; 228; 4; 4;QP;29
BlockStat;0; 156; 228; 4; 4;SplitSeries;72418337
BlockStat;0; 156; 228; 4; 4;PredMode;1
BlockStat;0; 156; 228; 4; 4;Luma_IntraMode;66
BlockStat;0; 156; 228; 4; 4;MultiRefIdx;0
BlockStat;0; 156; 228; 4; 4;Cbf_Y;1
BlockStat;0; 156; 228; 4; 4;MTS_Y;0
BlockStat;0; 144; 232; 4; 8;Depth;6
BlockStat;0; 144; 232; 4; 8;QT_Depth;3
BlockStat;0; 144; 232; 4; 8;BT_Depth;3
BlockStat;0; 144; 232; 4; 8;MT_Depth;3
BlockStat;0; 144; 232; 4; 8;ChromaQPAdj;0
BlockStat;0; 144; 232; 4; 8;QP;29
BlockStat;0; 144; 232; 4; 8;SplitSeries;103875617
BlockStat;0; 144; 232; 4; 8;PredMode;1
BlockStat;0; 144; 232; 4; 8;Luma_IntraMode;59
BlockStat;0; 144; 232; 4; 8;MultiRefIdx;0
BlockStat;0; 144; 232; 4; 8;Cbf_Y;1
BlockStat;0; 144; 232; 4; 8;MTS_Y;1
BlockStat;0; 148; 232; 4; 8;Depth;6
BlockStat;0; 148; 232; 4; 8;QT_Depth;3
BlockStat;0; 148; 232; 4; 8;BT_Depth;3
BlockStat;0; 148; 232; 4; 8;MT_Depth;3
BlockStat;0; 148; 232; 4; 8;ChromaQPAdj;0
BlockStat;0; 148; 232; 4; 8;QP;29
BlockStat;0; 148; 232; 4; 8;SplitSeries;103875617
BlockStat;0; 148; 232; 4; 8;PredMode;1
BlockStat;0; 148; 232; 4; 8;Luma_IntraMode;9
BlockStat;0; 148; 232; 4; 8;MultiRefIdx;1
BlockStat;0; 148; 232; 4; 8;Cbf_Y;0
BlockStat;0; 148; 232; 4; 8;MTS_Y;0
BlockStat;0; 152; 232; 8; 4;Depth;6
BlockStat;0; 152; 232; 8; 4;QT_Depth;3
BlockStat;0; 152; 232; 8; 4;BT_Depth;3
BlockStat;0; 152; 232; 8; 4;MT_Depth;3
BlockStat;0; 152; 232; 8; 4;ChromaQPAdj;0
BlockStat;0; 152; 232; 8; 4;QP;29
BlockStat;0; 152; 232; 8; 4;SplitSeries;70321185
BlockStat;0; 152; 232; 8; 4;PredMode;1
BlockStat;0; 152; 232; 8; 4;Luma_IntraMode;38
BlockStat;0; 152; 232; 8; 4;MultiRefIdx;0
BlockStat;0; 152; 232; 8; 4;Cbf_Y;1
BlockStat;0; 152; 232; 8; 4;MTS_Y;1
BlockStat;0; 152; 236; 8; 4;Depth;6
BlockStat;0; 152; 236; 8; 4;QT_Depth;3
BlockStat;0; 152; 236; 8; 4;BT_Depth;3
BlockStat;0; 152; 236; 8; 4;MT_Depth;3
BlockStat;0; 152; 236; 8; 4;ChromaQPAdj;0
BlockStat;0; 152; 236; 8; 4;QP;29
BlockStat;0; 152; 236; 8; 4;SplitSeries;70321185
BlockStat;0; 152; 236; 8; 4;PredMode;1
BlockStat;0; 152; 236; 8; 4;Luma_IntraMode;26
BlockStat;0; 152; 236; 8; 4;MultiRefIdx;0
BlockStat;0; 152; 236; 8; 4;Cbf_Y;0
BlockStat;0; 152; 236; 8; 4;MTS_Y;0
BlockStat;0; 160; 224; 8; 8;Depth;4
BlockStat;0; 160; 224; 8; 8;QT_Depth;4
BlockStat;0; 160; 224; 8; 8;BT_Depth;0
BlockStat;0; 160; 224; 8; 8;MT_Depth;0
BlockStat;0; 160; 224; 8; 8;ChromaQPAdj;0
BlockStat;0; 160; 224; 8; 8;QP;29
BlockStat;0; 160; 224; 8; 8;SplitSeries;33825
BlockStat;0; 160; 224; 8; 8;PredMode;1
BlockStat;0; 160; 224; 8; 8;Luma_IntraMode;66
BlockStat;0; 160; 224; 8; 8;MultiRefIdx;0
BlockStat;0; 160; 224; 8; 8;Cbf_Y;1
BlockStat;0; 160; 224; 8; 8;MTS_Y;2
BlockStat;0; 168; 224; 8; 8;Depth;4
BlockStat;0; 168; 224; 8; 8;QT_Depth;4
BlockStat;0; 168; 224; 8; 8;BT_Depth;0
BlockStat;0; 168; 224; 8; 8;MT_Depth;0
BlockStat;0; 168; 224; 8; 8;ChromaQPAdj;0
BlockStat;0; 168; 224; 8; 8;QP;29
BlockStat;0; 168; 224; 8; 8;SplitSeries;33825
BlockStat;0; 168; 224; 8; 8;PredMode;1
BlockStat;0; 168; 224; 8; 8;Luma_IntraMode;0
BlockStat;0; 168; 224; 8; 8;MultiRefIdx;0
BlockStat;0; 168; 224; 8; 8;Cbf_Y;1
BlockStat;0; 168; 224; 8; 8;MTS_Y;0
BlockStat;0; 160; 232; 4; 4;Depth;6
BlockStat;0; 160; 232; 4; 4;QT_Depth;4
BlockStat;0; 160; 232; 4; 4;BT_Depth;2
BlockStat;0; 160; 232; 4; 4;MT_Depth;2
BlockStat;0; 160; 232; 4; 4;ChromaQPAdj;0
BlockStat;0; 160; 232; 4; 4;QP;29
BlockStat;0; 160; 232; 4; 4;SplitSeries;102794273
BlockStat;0; 160; 232; 4; 4;PredMode;1
BlockStat;0; 160; 232; 4; 4;Luma_IntraMode;0
BlockStat;0; 160; 232; 4; 4;MultiRefIdx;0
BlockStat;0; 160; 232; 4; 4;Cbf_Y;1
BlockStat;0; 160; 232; 4; 4;MTS_Y;0
BlockStat;0; 164; 232; 4; 4;Depth;6
BlockStat;0; 164; 232; 4; 4;QT_Depth;4
BlockStat;0; 164; 232; 4; 4;BT_Depth;2
BlockStat;0; 164; 232; 4; 4;MT_Depth;2
BlockStat;0; 164; 232; 4; 4;ChromaQPAdj;0
BlockStat;0; 164; 232; 4; 4;QP;29
BlockStat;0; 164; 232; 4; 4;SplitSeries;102794273
BlockStat;0; 164; 232; 4; 4;PredMode;1
BlockStat;0; 164; 232; 4; 4;Luma_IntraMode;35
BlockStat;0; 164; 232; 4; 4;MultiRefIdx;0
